v,Ptrue_W,Pl0_W,bias_W,dH3_W,dH5_W,dDrag_W,dAux_W,n_krpm
11.9,597.647572552362,455.978258118337,-141.669314434025,204.281420768113,6.30276895213793,309.64796625,30,0.725613904186199
11.95,601.555350032748,456.336186414711,-145.219163618037,204.63976036343,6.29140945021768,313.56751453125,30,0.725816637981266
12,605.499775889221,456.698527380899,-148.801248508322,204.998963635992,6.28021214431481,317.52,30,0.726021763521322
12.05,609.480987160852,457.065314972912,-152.41567218794,205.359064301818,6.26917602100769,321.50556046875,30,0.726229296206064
12.1,613.499121130686,457.436583218576,-156.06253791211,205.720095922581,6.25830008469124,325.52433375,30,0.726439251396676
12.15,617.554315321685,457.812366216331,-159.741949105354,206.082091908166,6.24758335726931,329.57645765625,30,0.726651644414226
12.2,621.646707492726,458.192698134027,-163.454009358699,206.445085519153,6.23702487785258,333.66207,30,0.726866490538061
12.25,625.776435634671,458.57761320771,-167.198822426961,206.809109869252,6.22662370246246,337.78130859375,30,0.727083805004205
12.3,629.94363796648,458.967145740404,-170.976492226075,207.174197927665,6.21637890374035,341.93431125,30,0.727303603003746
12.35,634.148452931398,459.36133010089,-174.787122830508,207.540382521404,6.20628957066255,346.12121578125,30,0.727525899681233
12.4,638.391019193189,459.760200722472,-178.630818470717,207.907696337543,6.19635480826049,350.34216,30,0.727750710133062
12.45,642.671475632424,460.163792101741,-182.507683530683,208.276171925414,6.1865737373462,354.59728171875,30,0.727978049405863
12.5,646.989961342831,460.572138797339,-186.417822545492,208.645841698751,6.17694549424291,358.88671875,30,0.728207932494891
12.55,651.346615627695,460.985275428707,-190.361340198987,209.016737937784,6.1674692305207,363.21060890625,30,0.728440374342409
12.6,655.741577996306,461.403236674837,-194.338341321469,209.388892791268,6.15814411273713,367.56909,30,0.728675389836081
12.65,660.174988160469,461.826057273011,-198.348930887459,209.762338278474,6.14896932218258,371.96229984375,30,0.728912993807352
12.7,664.646986031052,462.253772017543,-202.393214013509,210.137106291122,6.13994405463044,376.39037625,30,0.729153201029846
12.75,669.157711714591,462.686415758513,-206.471295956078,210.513228595264,6.13106752009188,380.85345703125,30,0.729396026217748
12.8,673.707305509944,463.124023400493,-210.583282109451,210.890736833124,6.12233894257504,385.35168,30,0.729641484024197
12.85,678.295907904989,463.566629901273,-214.729278003717,211.269662524882,6.11375755984886,389.88518296875,30,0.729889589039681
12.9,682.923659573373,464.014270270581,-218.909389302792,211.650037070419,6.10532262321112,394.45410375,30,0.730140355790431
12.95,687.590701371299,464.466979568802,-223.123721802497,212.031891751014,6.09703339726071,399.05858015625,30,0.730393798736818
13,692.297174334368,464.924792905685,-227.372381428683,212.415257730991,6.0888891596742,403.69875,30,0.730649932271754
13.05,697.043219674461,465.387745439057,-231.655474235404,212.800166059332,6.08088920098631,408.37475109375,30,0.730908770719098
13.1,701.828978776662,465.855872373527,-235.973106403135,213.186647671239,6.07303282437458,413.08672125,30,0.731170328332061
13.15,706.654593196227,466.329208959187,-240.32538423704,213.574733389658,6.06531934544773,417.83479828125,30,0.73143461929162
13.2,711.520204655591,466.807790490309,-244.712414165282,213.964453926756,6.05774809203803,422.61912,30,0.731701657704933
13.25,716.425955041423,467.291652304045,-249.134302737378,214.355839885369,6.0503184039974,427.43982421875,30,0.731971457603762
13.3,721.371986401714,467.780829779117,-253.591156622598,214.748921760399,6.04302963299706,432.29704875,30,0.732244032942898
13.35,726.358440942912,468.275358334509,-258.083082608402,215.143729940179,6.03588114233094,437.19093140625,30,0.732519397598595
13.4,731.385461027084,468.775273428155,-262.610187598928,215.540294707794,6.0288723067225,442.12161,30,0.732797565367006
13.45,736.453189169132,469.280610555624,-267.172578613508,215.938646242377,6.02200251213517,447.08922234375,30,0.733078549962632
13.5,741.561768034037,469.791405248805,-271.770362785232,216.338814620354,6.01527115558592,452.09390625,30,0.733362365016766
13.55,746.711340434136,470.307693074586,-276.40364735955,216.740829816662,6.00867764496242,457.13579953125,30,0.733649024075962
13.6,751.90204932645,470.82950963354,-281.072539692909,217.144721705934,6.00222139884328,462.21504,30,0.733938540600493
13.65,757.134037810031,471.356890558602,-285.777147251429,217.550520063642,5.99590184632158,467.33176546875,30,0.734230927962829
13.7,762.407449123358,471.889871513743,-290.517577609615,217.958254567216,5.9897184268314,472.48611375,30,0.73452619944612
13.75,767.722426641756,472.428488192651,-295.293938449105,218.367954797123,5.98367058997758,477.67822265625,30,0.734824368242688
13.8,773.07911387486,472.97277631741,-300.106337557451,218.779650237918,5.97775779536836,482.90823,30,0.735125447452526
13.85,778.477654464101,473.522771637166,-304.954882826935,219.193370279266,5.97197951245096,488.17627359375,30,0.73542945008181
13.9,783.918192180237,474.078509926814,-309.839682253423,219.609144216927,5.96633522035012,493.48249125,30,0.735736389041421
13.95,789.400870920904,474.640026985664,-314.76084393524,220.027001253719,5.96082440770942,498.82702078125,30,0.736046277145472
14,794.92583470821,475.20735863612,-319.718476072089,220.446970500446,5.95544657253535,504.21,30,0.736359127109851
